,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,ModelNumber,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,Constituents,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 2,Length 1,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Tee,Reference Level,Additional Flow,Inner Diameter,Friction,Flow State,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Elbow,Preferred Junction Type,Transition,Union,Tap,Top Elevation,Velocity Pressure,Bottom Elevation,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Design HVAC Load per area,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Upper Limit,CompositionType,Number,Decomposes,Average Estimated Illumination,Condition Type,GSA BIM Area,Room Number,Design Cooling Load,Unbounded Height,Room Name,Phase,Base Offset,Limit Offset,Perimeter,Volume,Plenum,Occupiable,Design Other Load per area,Specified Return Airflow,Zone,Space Type,Design Heating Load,Room Cavity Ratio,Return Airflow,Specified Supply Airflow,Actual Supply Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Wall Reflectance,Floor Reflectance,Calculated Supply Airflow,Calculated Heating Load,Calculated Cooling Load,BoundedBy,Type Comments,Model,Height,Connector,Keynote,Comments,Type Mark,Power,Assembly Code,Schedule Level,Elevation,Default Elevation,URL,Cost,Assembly Description,BtuPerFt,Hot Water Diameter,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Load Classification,Circuit Number,Number of Poles,Hot Water Radius,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Cold Water Radius,Cold Water Diameter,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Radius 1,Boiler Top Radius,Apparent Load,Nut Height,Stem Radius,Nut Radius,Stem Height,Seal Length,Stem Diameter,Nut Diameter,Handle Width,Handle Length,Handle Height,Body Radius,Body Height,Body Length,Body Diameter,Adapter Radius,Adapter Length,Adapter Diameter,Half Nut Height,K Coefficient,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Suction Nominal Radius,Suction Outside Diameter,Flow Rate,RPM,Suction Outside Radius,Suction Nominal Diameter,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Housing Width,Flange Height,Flange Diameter,Discharge Nominal Radius,Discharge Nominal Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Air Flow,Half Outlet Radius,Half Exhaust Inlet Height,Diameter 1,Diameter 2,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
581,Level 2,,,,,,,,,,,,,Level 2,,563,,580,,,,"584,660,696,698,700,702,704,706,708,710",3WIha3hdX8G8EHDzIXbHUy,,33,A202,,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.043232,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bedroom 1,nan(snan),Level 2,ELEMENT,A202,154880,0.000000,2,22.043232,A202,14770.534433,4.000000,Bedroom 1,New Construction,0.000000,4.000000,19.914000,56.893582,F,T,0.000000,0.000000,4,-1,34898.281058,0.000000,0,2.510306,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,2.510306,34898.281058,14770.534433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Level 2,,,,,,,,,,,,,Level 2,,712,,729,,,,"733,809,845,847,849,851,853,855,857,859",3WIha3hdX8G8EHDzIXbHU1,,33,B203,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.043232,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bedroom 2,nan(snan),Level 2,ELEMENT,B203,154880,0.000000,2,22.043232,B203,15885.354197,4.000000,Bedroom 2,New Construction,0.000000,4.000000,19.914000,56.893582,F,T,0.000000,0.000000,3,-1,36280.930421,0.000000,0,2.699774,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,2.699774,36280.930421,15885.354197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Level 2,,,,,,,,,,,,,Level 2,,864,,930,,,,"934,1018,1054,1056,1058,1060,1062,1064,1066,1068",3WIha3hdX8G8EHDzIXbHU6,,33,B201,,,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.414500,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Hallyway,nan(snan),Level 2,ELEMENT,B201,154880,0.000000,2,10.414500,B201,5726.726275,4.000000,Hallway,New Construction,0.000000,4.000000,14.530000,26.946800,F,T,0.000000,0.000000,3,-1,12084.358578,0.000000,0,0.973278,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,0.973278,12084.358578,5726.726275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Level 2,,,,,,,,,,,,,Level 2,,1070,,1079,,,,"1083,1132,1168,1170,1172,1174,1176,1178,1180,1182",3WIha3hdX8G8EHDzIXbHUB,,33,B204,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.754958,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bathroom 2,nan(snan),Level 2,ELEMENT,B204,154880,0.000000,2,4.754958,B204,1888.976818,4.000000,Bathroom 2,New Construction,0.000000,4.000000,9.288102,12.301076,F,T,0.000000,0.000000,3,-1,3020.338670,0.000000,0,0.321039,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,0.321039,3020.338670,1888.976818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Level 2,,,,,,,,,,,,,Level 2,,1184,,1193,,,,"1197,1246,1282,1284,1286,1288,1290,1292,1294,1296",3WIha3hdX8G8EHDzIXbHUC,,33,B205,,,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395906,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Utility,nan(snan),Level 2,ELEMENT,B205,154880,0.000000,2,1.395906,B205,579.668599,4.000000,Utility,New Construction,0.000000,4.000000,4.879898,3.611209,F,T,0.000000,0.000000,3,-1,959.361192,0.000000,0,0.098517,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,0.098517,959.361192,579.668599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Level 2,,,,,,,,,,,,,Level 2,,1298,,1307,,,,"1311,1360,1396,1398,1400,1402,1404,1406,1408,1410",3WIha3hdX8G8EHDzIXbHUH,,33,A204,,,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.731434,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Bathroom 2,nan(snan),Level 2,ELEMENT,A204,154880,0.000000,2,4.731434,A204,1879.874675,4.000000,Bathroom 2,New Construction,0.000000,4.000000,9.257232,12.240221,F,T,0.000000,0.000000,4,-1,3006.099376,0.000000,0,0.319492,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,0.319492,3006.099376,1879.874675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Level 2,,,,,,,,,,,,,Level 2,,1412,,1421,,,,"1425,1474,1510,1512,1514,1516,1518,1520,1522,1524",3WIha3hdX8G8EHDzIXbHUQ,,33,A205,,,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.419430,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Utility,nan(snan),Level 2,ELEMENT,A205,154880,0.000000,2,1.419430,A205,588.770741,4.000000,Utility,New Construction,0.000000,4.000000,4.910768,3.672064,F,T,0.000000,0.000000,4,-1,973.600485,0.000000,0,0.100064,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,0.100064,973.600485,588.770741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,Roof,,,,,,,,,,,,,Roof,,4789,,4798,,,,"4802,4846,4879,4881,4883,4885,4887,4889,4891,4893",3RswiwzSr3KwrHMX5NIr5O,,33,A/B,,,4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.151156,,,,,,,,,,,,,,,,,,,,,,,,0.000000,INTERNAL,Roof,nan(snan),Roof,ELEMENT,A/B,154888,0.000000,2,135.151156,A/B,0.000000,4.000000,Roof,New Construction,0.000000,4.000000,49.864000,478.840546,F,T,0.000000,0.000000,Default,-1,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.762000,0.750000,0.500000,0.200000,,,,"4819,4827,4835,4843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37804,B101,5 years,,557524,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit B,Hydronic Return Unit B",15700,154904,,,,37803,,37797,Internet,25,25mm,"37823,37825,37827,37829,37831,37833,37835,154923,155016,155017,155018,155019,155020",1jQu9wkdr0iwNuem13Fl5q,White,33,M_Radiator - Hosted:25:25:557524,,"Aug. 29, 2011",37804,tbd,,,,JVB,2.67 fins per inch,Foyer B1,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",None,Orphaned,0.000000,Foyer B1,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002119,,,,,,275.804376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Original unit,n/a,54031.440084,D3090900,Level 1,0.101600,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136014,B101,5 years,,632215,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit B,Hydronic Return Unit B",15700,154904,,,,136013,,136007,Internet,25,25mm,"136033,136035,136037,136039,136041,136043,136045,154923,155016,155017,155018,155019,155020",0elyyE$1L6oAbZlGwF2_az,White,33,M_Radiator - Hosted:25:25:632215,,"Aug. 29, 2011",136014,tbd,,,,JVB,2.67 fins per inch,Foyer B2,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",None,Linked Revit Model : Duplex_A 08-29-2011.rvt,0.000000,Foyer B2,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002119,,,,,,275.804376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Added unit,n/a,54031.440084,D3090900,Level 1,0.101600,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37718,B102,5 years,,557520,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit B,Hydronic Return Unit B",15700,154905,,,,37717,,37711,Internet,25,25mm,"37738,37740,37742,37744,37746,37748,37750,154924,155016,155017,155018,155019,155020",1jQu9wkdr0iwNuem13Fl5m,White,33,M_Radiator - Hosted:25:25:557520,,"Aug. 29, 2011",37718,tbd,,,,JVB,2.67 fins per inch,LR B1,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",None,Orphaned,0.000000,LR B1,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002825,,,,,,375.086880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Shortened unit,n/a,73482.758514,D3090900,Level 1,0.101600,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138736,B102,5 years,,632515,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit B,Hydronic Return Unit B",15700,154905,,,,138735,,138729,Internet,25,25mm,"138756,138758,138760,138762,138764,138766,138768,154924,155016,155017,155018,155019,155020",1jtjkRoqH88BtI5Myapnw1,White,33,M_Radiator - Hosted:25:25:632515,,"Aug. 29, 2011",138736,tbd,,,,JVB,2.67 fins per inch,LR B2,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",None,Linked Revit Model : Duplex_A 08-29-2011.rvt,0.000000,LR B2,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002825,,,,,,375.086880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Added unit,n/a,73482.758514,D3090900,Level 1,0.101600,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45498,B104,5 years,,557620,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit B,Hydronic Return Unit B",15700,154906,,,,45497,,45491,Internet,25,25mm,"45518,45520,45522,45524,45526,45528,45530,154937,155016,155017,155018,155019,155020",1jQu9wkdr0iwNuem13FlAK,White,33,M_Radiator - Hosted:25:25:557620,,"Aug. 29, 2011",45498,tbd,,,,JVB,2.67 fins per inch,BthRm 1B,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",None,Orphaned,0.000000,BthRm 1B,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,0.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001413,,,,,,137.900664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Shorted to 0.5 m,n/a,27015.720042,D3090900,Level 1,0.019000,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,A101,5 years,,538847,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit A,Hydronic Return Unit A",15700,154907,,,,7746,,7740,Internet,25,25mm,"7766,7768,7770,7772,7774,7776,7778,154923,155016,155017,155018,155019,155020",300Pty59r6xB$nuduvUejI,White,33,M_Radiator - Hosted:25:25:538847,,"Aug. 29, 2011",7747,tbd,,,,JVB,2.67 fins per inch,Foyer A1,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",none,Linked Revit Model : Duplex_A 08-29-2011.rvt,0.000000,Foyer A1,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002119,,,,,,275.804376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Original Foyer unit,n/a,54031.440084,D3090900,Level 1,0.019000,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127046,A101,5 years,,629670,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit A,Hydronic Return Unit A",15700,154907,,,,127045,,127039,Internet,25,25mm,"127065,127067,127069,127071,127073,127075,127077,154923,155016,155017,155018,155019,155020",0hSmsgcab0y8GsbRRLS8AX,White,33,M_Radiator - Hosted:25:25:629670,,"Aug. 29, 2011",127046,tbd,,,,JVB,2.67 fins per inch,Foyer A2,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",none,Linked Revit Model : Duplex_A 08-29-2011.rvt,0.000000,Foyer A2,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002119,,,,,,275.804376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Added Foyer unit,n/a,54031.440084,D3090900,Level 1,0.101600,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7369,A102,5 years,,536919,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit A,Hydronic Return Unit A",15700,154908,,,,7368,,7362,Internet,25,25mm,"7389,7391,7393,7395,7397,7399,7401,154924,155016,155017,155018,155019,155020",300Pty59r6xB$nuduvUeBQ,White,33,M_Radiator - Hosted:25:25:536919,,"Aug. 29, 2011",7369,tbd,,,,JVB,2.67 fins per inch,LR A1,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",none,Linked Revit Model : Duplex_A 08-29-2011.rvt,0.000000,LR A1,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002825,,,,,,375.086880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Original LR Unit A,n/a,73482.758514,D3090900,Level 1,0.019000,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127088,A102,5 years,,630326,New Construction,n/a,tbd,,FIXED,"Hydronic Supply Unit A,Hydronic Return Unit A",15700,154908,,,,127087,,127081,Internet,25,25mm,"127108,127110,127112,127114,127116,127118,127120,154924,155016,155017,155018,155019,155020",1rqSTDTKn0F9ZiZcVJK6c9,White,33,M_Radiator - Hosted:25:25:630326,,"Aug. 29, 2011",127088,tbd,,,,JVB,2.67 fins per inch,LR A2,,123456789,Hydronic Supply,,,,,123456789,"Aug. 29, 2011",None,Linked Revit Model : Duplex_A 08-29-2011.rvt,0.000000,LR A2,$30/foot,,n/a,Radiators,Baked Enamel,A,Aluminum,JVB,14 inches,see plans,"5-5/16""",2011,Rectangular,n/a,tbd,tbd,tbd,Sterling,23.75.70.17.11,,,,,,,,,,,,,,,,,,,,,,1.360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002825,,,,,,375.086880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,JVB,0.355600,0.041010,15700,Added LR Unit A,n/a,73482.758514,D3090900,Level 1,0.101600,0.101600,none,65.000000,Misc. Other HVAC Systems & Equipment,16468.782938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
