,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Constituents,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,Socket Depth,Socket Entrance Diameter,Center to Socket Bottom Label,Wall Thickness,Socket Outside Diameter,Center to Socket Bottom,Socket Insulation Outside Diameter,Socket Outside Radius,Socket Insulation Depth,Socket Insulation Outside Radius,Length 2,Length 1,Center to Socket Bottom Not Found,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Schedule Level,Elevation,Default Elevation,Pipe Radius,Overall Diameter,Pipe Diameter,Overall Radius,Tee,Reference Level,Additional Flow,Inner Diameter,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction,Flow State,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Classification Description,Classification Code,Elbow,Preferred Junction Type,Transition,Union,Bend Radius,Conduit Size Lookup,Conduit Length,Bend Radius Label,Bend or Fitting,Fixture Units,Diameter(Trade Size),Top Elevation,Bottom Elevation,Standard,Bend,Tap,Velocity Pressure,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Nut Height,Body Radius,Adapter Length,Stem Radius,Handle Height,Body Diameter,Handle Length,Stem Height,Seal Length,Stem Diameter,Nut Radius,Nut Diameter,Handle Width,Body Length,Body Height,Adapter Radius,Adapter Diameter,Half Nut Height,K Coefficient,Base Radius,Head Radius,Head Small Radius,Head Depth,Panel,Circuit Number,Base Depth,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Radius 1,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Width,Height,Panel Name,Projection,Depth,Standoff,HalfWidth,HalfHeight,Light Loss Factor,Dimming Lamp Color Temperature Shift,Light Source Definition (family),Ballast Voltage,Initial Intensity,Ceiling Mount Material,Color Filter,Electrical Data,Drop From Ceiling,Load Classification,Lamp,Ballast Number of Poles,Calculate Coefficient of Utilization,Initial Color,Pendant Material,Assembly Code,Assembly Description,Light Source Symbol Size,Apparent Load,Switch Voltage,Load,Moves With Nearby Elements,Label,Range Material,Burner Material,Hot Water Diameter,WFU,Flow Pressure,Sanitary Diameter,Sanitary Radius,HWFU,CWFU,Sink Width,Sink Depth,Sink Length,Hot Water Radius,Cold Water Radius,Cold Water Diameter,Shade Material,Door Width,Shower Width,Shower Length,Shower Height,Half Door Width,Half Lavatory Length,Half Oval Long Axis Length 1,Half Oval Long Axis Length,Oval Long Axis Length,Lavatory Width,Oval Short Axis Length,Lavatory Length,Lavatory Height,Half Oval Short Axis Length 1,Half Oval Short Axis Length,Max #1 Pole Breakers,HVAC Demand Factor,Total Estimated Demand Current,Heating Connected,Apparent Load Phase A,Enclosure,Apparent Load Phase B,Receptacle Demand Factor,Total Estimated Demand,Total Connected,HVAC Estimated Demand,Apparent Load Phase C,Other Estimated Demand,HVAC Connected,Total Demand Factor,Mounting,Location,Total Connected Current,24 Circuit Height,Appliance - Dwelling Unit Connected Current,Current Phase A,Current Phase B,Current Phase C,HVAC Connected Current,HVAC Estimated Demand Current,Other Connected,Other Connected Current,Other Estimated Demand Current,Appliance - Dwelling Unit Connected,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Heating Estimated Demand,Heating Connected Current,Heating Estimated Demand Current,Heating Demand Factor,Lighting - Dwelling Unit Connected,Lighting - Dwelling Unit Estimated Demand,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Receptacle Connected Current,Lighting - Dwelling Unit Estimated Demand Current,Receptacle Connected,Receptacle Estimated Demand,Receptacle Estimated Demand Current,Mains,Circuit Naming,Distribution System,Number of Wires,Number of Phases,42 Circuit Height,30 Circuit Height,12 Circuit Height,Bath Tub Width,Bath Tub Length,Bath Tub Height,InteriorOrExteriorSpace,Design HVAC Load per area,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,CompositionType,Number,Decomposes,OmniClass Table 13 Category,Average Estimated Illumination,Condition Type,GSA BIM Area,WallCovering,Wall Reflectance,FloorCovering,Room Number,Room Name,Design Cooling Load,Unbounded Height,Limit Offset,Phase,Base Offset,Perimeter,Volume,Design Other Load per area,Specified Return Airflow,Zone,Plenum,Occupiable,HistoricPreservationZoneName,Space Type,Design Heating Load,Specified Supply Airflow,Actual Supply Airflow,Room Cavity Ratio,Return Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Floor Reflectance,Category Description,Category Code,LoadCapacity,CirculationZoneName,FireAlarmZoneName,LightingZoneName,OccupancyZoneName,VentilationZoneName,RoomTag,BoundedBy,Connector,Power,BtuPerFt,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Number of Poles,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Boiler Top Radius,ControlElementId,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,RPM,Suction Outside Radius,Outside Diameter 4,Outside Diameter 2,Outside Diameter 1,Discharge Nominal Diameter,Housing Width,Flange Height,Flange Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Diameter 2,Diameter 1,Half Exhaust Inlet Height,Air Flow,Half Outlet Radius,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
77046,B204,ExpectedLife,,575390,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310543,,,,77045,,77039,Reference,100W - 120V,Size,"77060,77062,77064,77066,77068,77070,77072,310665,311177,311178,311179,311180,311181,311182,311183,311184",1K7eM1Qof1dOc9$mY9I4Cy,Color,33,M_Sconce Light - Sphere:100W - 120V:100W - 120V:575390,,InstallationDate,77046,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,,14,ReplacementCost,,"General Luminaries, Non Directional",Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.70.11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Point+HemiSpherical,1291.669250,0,,16777215, 120 V/1-100 VA,,Lighting - Dwelling Unit,R-30,1,F,0,,D5020220,Lighting - Incandescent,0.200000,1076.391042,,,,,,,,,,,,,,,,,,,,Glass - Frosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77208,B204,ExpectedLife,,575396,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310543,,,,77207,,77201,Reference,Single Pole,Size,"77222,77224,77226,77228,77230,77232,310667,311158,311159,311160,311161,311162",1K7eM1Qof1dOc9$mY9I4C6,Color,33,M_Lighting Switches:Single Pole:Single Pole:575396,,InstallationDate,77208,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,,ReplacementCost,,Switches,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-0 VA,,Other,,,,,,,,,0.000000,1291.669250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77578,B204,ExpectedLife,,575419,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310543,,,,77577,,77571,Reference,Duplex Receptacle,Size,"77592,77594,77596,77598,77600,77602,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4CP,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575419,,InstallationDate,77578,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,19,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127991,B204,ExpectedLife,,582928,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,"Unit B Domestic Cold Water,Unit B Domestic Hot Water,Unit B Sanitary",CodePerformance,310543,,,,127990,,127984,Reference,650 mmx485 mm - Private,Size,"128005,128007,128009,128011,128013,128015,310732,311195,311196,311197,311198,311199",2h405XijT83A$BX7w5ki4c,Color,33,M_Lavatory - Oval:650 mmx485 mm - Private:650 mmx485 mm - Private:582928,,InstallationDate,127991,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,"Domestic Cold Water,Domestic Hot Water,Sanitary",,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,<not associated>,,25,ReplacementCost,,Sinks/Lavatories,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.45.05.14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.865000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049213,1.000000,16812.158400,0.104987,0.052493,0.500000,0.500000,,,,0.024606,0.024606,0.049213,,,,,,,0.325000,0.199825,0.203000,0.406000,0.485000,0.318000,0.650000,0.152000,0.155825,0.159000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128026,B204,ExpectedLife,,582929,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,"Unit B Domestic Cold Water,Unit B Domestic Hot Water,Unit B Sanitary",CodePerformance,310543,,,,128025,,128019,Reference,650 mmx485 mm - Private,Size,"128040,128042,128044,128046,128048,128050,310732,311195,311196,311197,311198,311199",2h405XijT83A$BX7w5ki4d,Color,33,M_Lavatory - Oval:650 mmx485 mm - Private:650 mmx485 mm - Private:582929,,InstallationDate,128026,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,"Domestic Cold Water,Domestic Hot Water,Sanitary",,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,<not associated>,,26,ReplacementCost,,Sinks/Lavatories,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.45.05.14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.865000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049213,1.000000,16812.158400,0.104987,0.052493,0.500000,0.500000,,,,0.024606,0.024606,0.049213,,,,,,,0.325000,0.199825,0.203000,0.406000,0.485000,0.318000,0.650000,0.152000,0.155825,0.159000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128061,B204,ExpectedLife,,582930,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,"Unit B Domestic Cold Water,Unit B Sanitary",CodePerformance,310543,,Level 2,,128060,,128054,Reference,Private - 6.1 Lpf,Size,"128076,128078,128080,128082,128084,128086,310728,311143,311144,311145,311146",2h405XijT83A$BX7w5ki4a,Color,33,M_Water Closet - Flush Tank:Private - 6.1 Lpf:Private - 6.1 Lpf:582930,,InstallationDate,128061,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,"Domestic Cold Water,Sanitary",,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,0.000000,27,ReplacementCost,,Water Operated Water Closets,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.45.05.21.11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.000000,31522.720800,0.262467,0.131234,0.000000,2.200000,,,,,0.024606,0.049213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128097,B204,ExpectedLife,,582931,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,"Unit B Domestic Cold Water,Unit B Domestic Hot Water,Unit B Sanitary",CodePerformance,310543,,Level 2,,128096,,128090,Reference,1525 mmx760 mm - Private,Size,"128112,128114,128116,128118,128120,128122,310731,311130,311131,311132,311133",2h405XijT83A$BX7w5ki4b,Color,33,M_Bath Tub:1525 mmx760 mm - Private:1525 mmx760 mm - Private:582931,,InstallationDate,128097,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,"Domestic Cold Water,Domestic Hot Water,Sanitary",,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,0.000000,28,ReplacementCost,,Bath/Shower Units,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.45.05.14.21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000656,1.082677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019685,2.000000,16812.158400,0.131234,0.065617,1.000000,1.000000,,,,0.009843,0.009843,0.019685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.493438,5.003281,1.312336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76972,B203,ExpectedLife,,575387,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310544,,,,76971,,76965,Reference,150W - 120V,Size,"76986,76988,76990,76992,76994,76996,76998,310666,311169,311170,311171,311172,311173,311174,311175,311176",1K7eM1Qof1dOc9$mY9I4Cv,Color,33,M_Pendant Light - Hemisphere:150W - 120V:150W - 120V:575387,,InstallationDate,76972,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,,12,ReplacementCost,,"General Luminaries, Non Directional",Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.70.11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Point+Spherical,1291.669250,0,Metal - Chrome,16777215, 120 V/1-150 VA,0.675000,Lighting - Dwelling Unit,A-21,1,F,0,Glass - Frosted,D5020220,Lighting - Incandescent,0.075000,1614.586563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77173,B203,ExpectedLife,,575394,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310544,,,,77172,,77166,Reference,Single Pole,Size,"77187,77189,77191,77193,77195,77197,310667,311158,311159,311160,311161,311162",1K7eM1Qof1dOc9$mY9I4C0,Color,33,M_Lighting Switches:Single Pole:Single Pole:575394,,InstallationDate,77173,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,,ReplacementCost,,Switches,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-0 VA,,Other,,,,,,,,,0.000000,1291.669250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77613,B203,ExpectedLife,,575422,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310544,,,,77612,,77606,Reference,Duplex Receptacle,Size,"77627,77629,77631,77633,77635,77637,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4CS,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575422,,InstallationDate,77613,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,21,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77648,B203,ExpectedLife,,575424,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,,FIXED,,CodePerformance,310544,,,,77647,,77641,Reference,Duplex Receptacle,Size,"77662,77664,77666,77668,77670,77672,310668,311163,311164,311165,311166",1K7eM1Qof1dOc9$mY9I4DY,Color,33,M_Duplex Receptacle:Duplex Receptacle:Duplex Receptacle:575424,,InstallationDate,77648,WarrantyGuarantorLabor,,,,Features,TagNumber,,BarCode,,,,Constituents,,,SerialNumber,WarrantyStartDate,AssetIdentifier,Orphaned,0.000000,22,ReplacementCost,,Ground Fault Receptacles,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.80.50.11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit B Panelboard,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 120 V/1-180 VA,,Receptacle,,,,,,,,,,1291.669250,1937.503875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
